section,category,name,symbol,extra_1,extra_2,source,auth_required,notes
WATCHLIST,NIFTY_MIDCAP_100,MRF,MRF.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,MUTHOOTFIN,MUTHOOTFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,NHPC,NHPC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,NMDC,NMDC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,NYKAA,NYKAA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,OBEROIRLTY,OBEROIRLTY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,OFSS,OFSS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,OIL,OIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,PAGEIND,PAGEIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,PATANJALI,PATANJALI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,PAYTM,PAYTM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,PEL,PEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,PETRONET,PETRONET.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,PHOENIXLTD,PHOENIXLTD.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,PIIND,PIIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,POLICYBZR,POLICYBZR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,POLYCAB,POLYCAB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,POONAWALLA,POONAWALLA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,PRESTIGE,PRESTIGE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,RVNL,RVNL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,SAIL,SAIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,SOLARINDS,SOLARINDS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,SONACOMS,SONACOMS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,SUNDARMFIN,SUNDARMFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,SUNTV,SUNTV.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,SUPREMEIND,SUPREMEIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,SYNGENE,SYNGENE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,TATACOMM,TATACOMM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,TATAELXSI,TATAELXSI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,TATATECH,TATATECH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,THERMAX,THERMAX.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,TIINDIA,TIINDIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,TORNTPOWER,TORNTPOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,TUBEINVEST,TUBEINVEST.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,UBL,UBL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,UNIONBANK,UNIONBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,UPL,UPL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,VOLTAS,VOLTAS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,YESBANK,YESBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,MANKIND,MANKIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,JSL,JSL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,NLCINDIA,NLCINDIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,KEI,KEI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,HUDCO,HUDCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,ABBOTINDIA,ABBOTINDIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,GLAND,GLAND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,LODHA,LODHA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,CRISIL,CRISIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,KALYANKJIL,KALYANKJIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_MIDCAP_100,SUZLON,SUZLON.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,AARTIIND,AARTIIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,ANGELONE,ANGELONE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,APARINDS,APARINDS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,ASTERDM,ASTERDM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,ATGL,ATGL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,ATUL,ATUL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,BIKAJI,BIKAJI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,BLUESTARCO,BLUESTARCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,BSE,BSE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,BALRAMCHIN,BALRAMCHIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,BLS,BLS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,BSOFT,BSOFT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CAMS,CAMS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CASTROLIND,CASTROLIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CDSL,CDSL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CEATLTD,CEATLTD.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CENTRALBK,CENTRALBK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CESC,CESC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CHAMBLFERT,CHAMBLFERT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CHENNPETRO,CHENNPETRO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CGCL,CGCL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CRAFTSMAN,CRAFTSMAN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,CYIENT,CYIENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,DOMS,DOMS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,ELECTCAST,ELECTCAST.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,EIDPARRY,EIDPARRY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,ENGINERSIN,ENGINERSIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,EPL,EPL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,ERIS,ERIS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,FINCABLES,FINCABLES.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,FINPIPE,FINPIPE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,FIVESTAR,FIVESTAR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,FSL,FSL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,GESHIP,GESHIP.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,GICRE,GICRE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,GILLETTE,GILLETTE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,GLENMARK,GLENMARK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,GNFC,GNFC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,GODFRYPHLP,GODFRYPHLP.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,GPPL,GPPL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,GRSE,GRSE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,GSPL,GSPL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,HBLPOWER,HBLPOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,HFCL,HFCL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,HSCL,HSCL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,IDBI,IDBI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,IEX,IEX.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,INTELLECT,INTELLECT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,IOB,IOB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,IRCON,IRCON.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,JBCHEPHARM,JBCHEPHARM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,JBMA,JBMA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,JKCEMENT,JKCEMENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,JMFINANCIL,JMFINANCIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,JUSTDIAL,JUSTDIAL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,JYOTHYLAB,JYOTHYLAB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,KAJARIACER,KAJARIACER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,KARURVYSYA,KARURVYSYA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,KEC,KEC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,KFINTECH,KFINTECH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,KIRLOSBROS,KIRLOSBROS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,KIRLOSENG,KIRLOSENG.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,KPRMILL,KPRMILL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,LATENTVIEW,LATENTVIEW.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,LAURUSLABS,LAURUSLABS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,LXCHEM,LXCHEM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,MASTEK,MASTEK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,MCX,MCX.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,METROBRAND,METROBRAND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,MGL,MGL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,MMTC,MMTC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,NATCOPHARM,NATCOPHARM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,NATIONALUM,NATIONALUM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,NBCC,NBCC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,NCC,NCC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,OLECTRA,OLECTRA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,PCBL,PCBL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,PGHL,PGHL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,PNBHOUSING,PNBHOUSING.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,PRINCEPIPE,PRINCEPIPE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,PVRINOX,PVRINOX.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,RADICO,RADICO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,RBLBANK,RBLBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,REDINGTON,REDINGTON.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,ROUTE,ROUTE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,SCI,SCI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,SCHAEFFLER,SCHAEFFLER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,SHYAMMETL,SHYAMMETL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,SOBHA,SOBHA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,STARCEMENT,STARCEMENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,STARHEALTH,STARHEALTH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,SWANENERGY,SWANENERGY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,SYRMA,SYRMA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,TANLA,TANLA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,TATAINVEST,TATAINVEST.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,TBOTEK,TBOTEK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,TEJASNET,TEJASNET.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,TRIDENT,TRIDENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,WHIRLPOOL,WHIRLPOOL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_SMALLCAP_100,ZENSARTECH,ZENSARTECH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,RELIANCE,RELIANCE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TCS,TCS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,HDFCBANK,HDFCBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ICICIBANK,ICICIBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,INFY,INFY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,HINDUNILVR,HINDUNILVR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ITC,ITC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,SBIN,SBIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BHARTIARTL,BHARTIARTL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,KOTAKBANK,KOTAKBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,LT,LT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,HCLTECH,HCLTECH.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ASIANPAINT,ASIANPAINT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,AXISBANK,AXISBANK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,MARUTI,MARUTI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,SUNPHARMA,SUNPHARMA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TITAN,TITAN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BAJFINANCE,BAJFINANCE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,NTPC,NTPC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ULTRACEMCO,ULTRACEMCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,WIPRO,WIPRO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,NESTLEIND,NESTLEIND.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,M&M,M&M.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,POWERGRID,POWERGRID.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TATASTEEL,TATASTEEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TECHM,TECHM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,JSWSTEEL,JSWSTEEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,INDUSINDBK,INDUSINDBK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BAJAJFINSV,BAJAJFINSV.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,HDFCLIFE,HDFCLIFE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,DRREDDY,DRREDDY.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,CIPLA,CIPLA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,COALINDIA,COALINDIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BPCL,BPCL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,HEROMOTOCO,HEROMOTOCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TMPV,TMPV.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BRITANNIA,BRITANNIA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,SHRIRAMFIN,SHRIRAMFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,SBILIFE,SBILIFE.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,EICHERMOT,EICHERMOT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ONGC,ONGC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,GRASIM,GRASIM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BAJAJ-AUTO,BAJAJ-AUTO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ADANIPORTS,ADANIPORTS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ADANIENT,ADANIENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,HINDALCO,HINDALCO.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,APOLLOHOSP,APOLLOHOSP.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TATACONSUM,TATACONSUM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,JIOFIN,JIOFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,TRENT,TRENT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ABB,ABB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ADANIGREEN,ADANIGREEN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ADANIPOWER,ADANIPOWER.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,AMBUJACEM,AMBUJACEM.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,DMART,DMART.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BAJAJHLDNG,BAJAJHLDNG.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BANKBARODA,BANKBARODA.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BERGEPAINT,BERGEPAINT.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BEL,BEL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,BOSCHLTD,BOSCHLTD.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,CANBK,CANBK.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,CHOLAFIN,CHOLAFIN.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,COLPAL,COLPAL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,DABUR,DABUR.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,DLF,DLF.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,DIVISLAB,DIVISLAB.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,GAIL,GAIL.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,GODREJCP,GODREJCP.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,HAVELLS,HAVELLS.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ICICIGI,ICICIGI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,ICICIPRULI,ICICIPRULI.NS,,,Kite primary / Yahoo fallback,PARTIAL,
WATCHLIST,NIFTY_100,IOC,IOC.NS,,,Kite primary / Yahoo fallback,PARTIAL,
